0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1.05E+04,1.05E+04,1.05E+04,8.05E+03,8.05E+03,7.00E+03,5.95E+03,7.00E+03
1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04
1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04
1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04
1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04
1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04
1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04
1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04
1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04
1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04
1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04
1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04
1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04
1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04,1.05E+04
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
